path,label,class_id
./detector_dataset\genuine\orig__n004988__0184_01.jpg,0,n004988
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001112__0257_01.jpg,1,n001112
./detector_dataset\adversarial\FGSM__eps_0_005__n001432__0184_01.png,1,n001432
./detector_dataset\adversarial\FGSM__eps_0_005__n008245__0102_01.png,1,n008245
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001104.jpg,1,n001104
./detector_dataset\genuine\extra__n000879__0539_02.jpg,0,n000879
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n007224__0115_01.png,1,n007224
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n003376__0165_02.png,1,n003376
./detector_dataset\genuine\extra__n003806__0024_01.jpg,0,n003806
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n003806.jpg,1,n003806
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n000100__0065_02.jpg,1,n000100
./detector_dataset\genuine\extra__n000915__0102_01.jpg,0,n000915
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n009216.jpg,1,n009216
./detector_dataset\adversarial\FGSM__eps_0_005__n007995__0213_01.png,1,n007995
./detector_dataset\genuine\orig__n004988__0394_01.jpg,0,n004988
./detector_dataset\adversarial\FGSM__eps_0_010__n001706__0213_01.png,1,n001706
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001664.jpg,1,n001664
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n001149.jpg,1,n001149
./detector_dataset\genuine\extra__n002918__0097_02.jpg,0,n002918
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n000100__0251_01.png,1,n000100
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n003500__0168_01.png,1,n003500
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n004530__0273_01.png,1,n004530
./detector_dataset\genuine\extra__n003181__0302_01.jpg,0,n003181
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n004530__0168_01.png,1,n004530
./detector_dataset\genuine\extra__n004722__0236_01.jpg,0,n004722
./detector_dataset\genuine\extra__n006460__0213_01.jpg,0,n006460
./detector_dataset\genuine\extra__n005884__0273_01.jpg,0,n005884
./detector_dataset\genuine\orig__n001511__0213_01.jpg,0,n001511
./detector_dataset\genuine\orig__n000879__0434_02.jpg,0,n000879
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n001693__0607_01.png,1,n001693
./detector_dataset\genuine\extra__n000879__0502_01.jpg,0,n000879
./detector_dataset\genuine\extra__n004168__0089_01.jpg,0,n004168
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n002918.jpg,1,n002918
./detector_dataset\genuine\extra__n001664__0133_02.jpg,0,n001664
./detector_dataset\genuine\extra__n003376__0226_01.jpg,0,n003376
./detector_dataset\genuine\extra__n002694__0203_02.jpg,0,n002694
./detector_dataset\genuine\extra__n005591__0361_01.jpg,0,n005591
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n009093__0115_01.jpg,1,n009093
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n000973__0089_01.png,1,n000973
./detector_dataset\genuine\extra__n003045__0303_01.jpg,0,n003045
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003806__0168_01.png,1,n003806
./detector_dataset\genuine\extra__n007995__0400_01.jpg,0,n007995
./detector_dataset\adversarial\FGSM__eps_0_005__n002655__0213_01.png,1,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n007120.jpg,1,n007120
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n001706.jpg,1,n001706
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n002978.jpg,1,n002978
./detector_dataset\genuine\extra__n000879__0320_02.jpg,0,n000879
./detector_dataset\genuine\extra__n009216__0229_01.jpg,0,n009216
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n001116__0213_01.jpg,1,n001116
./detector_dataset\genuine\extra__n000227__0540_01.jpg,0,n000227
./detector_dataset\genuine\orig__n002818__0118_04.jpg,0,n002818
./detector_dataset\adversarial\FGSM__eps_0_005__n007120__0344_03.png,1,n007120
./detector_dataset\genuine\extra__n009093__0308_01.jpg,0,n009093
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n001149.jpg,1,n001149
./detector_dataset\genuine\extra__n002818__0118_04.jpg,0,n002818
./detector_dataset\genuine\extra__n009093__0109_01.jpg,0,n009093
./detector_dataset\genuine\orig__n005482__0257_01.jpg,0,n005482
./detector_dataset\genuine\extra__n001266__0149_01.jpg,0,n001266
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n001432.jpg,1,n001432
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n000227.jpg,1,n000227
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001511__0010_01.png,1,n001511
./detector_dataset\genuine\extra__n003181__0427_01.jpg,0,n003181
./detector_dataset\adversarial\DeepFool__iter_20_eps_1e-06__n008462.jpg,1,n008462
./detector_dataset\genuine\extra__n002655__0113_01.jpg,0,n002655
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n004491__0162_02.png,1,n004491
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005067__0184_01.png,1,n005067
./detector_dataset\genuine\extra__n000100__0035_02.jpg,0,n000100
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004988__0496_01.png,1,n004988
./detector_dataset\adversarial\FGSM__eps_0_010__n007469__0213_01.png,1,n007469
./detector_dataset\genuine\extra__n001511__0236_01.jpg,0,n001511
./detector_dataset\genuine\extra__n005608__0050_01.jpg,0,n005608
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n005067__0065_02.png,1,n005067
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n004168__0273_01.png,1,n004168
./detector_dataset\genuine\extra__n004275__0167_01.jpg,0,n004275
./detector_dataset\genuine\extra__n004168__0495_02.jpg,0,n004168
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005010__0069_01.png,1,n005010
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n007224__0174_03.png,1,n007224
./detector_dataset\genuine\orig__n002972__0069_01.jpg,0,n002972
./detector_dataset\genuine\extra__n000879__0396_01.jpg,0,n000879
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n002818__0010_01.png,1,n002818
./detector_dataset\genuine\extra__n006614__0172_01.jpg,0,n006614
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n002710__0113_01.png,1,n002710
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004491__0113_01.png,1,n004491
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n001706.jpg,1,n001706
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001149__0361_01.png,1,n001149
./detector_dataset\genuine\extra__n007995__0073_02.jpg,0,n007995
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003045__0184_01.jpg,1,n003045
./detector_dataset\genuine\extra__n005106__0361_01.jpg,0,n005106
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n002918.jpg,1,n002918
./detector_dataset\genuine\extra__n007469__0412_01.jpg,0,n007469
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005884__0168_01.png,1,n005884
./detector_dataset\genuine\orig__n006971__0102_01.jpg,0,n006971
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n004168.jpg,1,n004168
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n005106.jpg,1,n005106
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n006460__0294_01.jpg,1,n006460
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n003729.jpg,1,n003729
./detector_dataset\adversarial\FGSM__eps_0_010__n003181__0051_02.png,1,n003181
./detector_dataset\genuine\extra__n005884__0184_01.jpg,0,n005884
./detector_dataset\genuine\extra__n001774__0273_01.jpg,0,n001774
./detector_dataset\genuine\extra__n006614__0203_01.jpg,0,n006614
./detector_dataset\genuine\extra__n003500__0035_02.jpg,0,n003500
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n005608__0251_01.png,1,n005608
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n004055.jpg,1,n004055
./detector_dataset\genuine\extra__n001432__0229_01.jpg,0,n001432
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n009216__0257_01.png,1,n009216
./detector_dataset\genuine\orig__n006460__0251_01.jpg,0,n006460
./detector_dataset\genuine\extra__n004491__0162_02.jpg,0,n004491
./detector_dataset\genuine\extra__n001266__0167_01.jpg,0,n001266
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n003181__0251_01.png,1,n003181
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n004934__0115_01.png,1,n004934
./detector_dataset\genuine\extra__n002818__0115_01.jpg,0,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n002818.jpg,1,n002818
./detector_dataset\genuine\orig__n005608__0213_01.jpg,0,n005608
./detector_dataset\genuine\extra__n004055__0037_01.jpg,0,n004055
./detector_dataset\genuine\extra__n009216__0400_01.jpg,0,n009216
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n006614__0213_01.jpg,1,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n006971.jpg,1,n006971
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n002818.jpg,1,n002818
./detector_dataset\genuine\extra__n000973__0442_02.jpg,0,n000973
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n004055__0069_01.png,1,n004055
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n003727__0069_01.png,1,n003727
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n007469__0102_01.png,1,n007469
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n000100__0065_02.png,1,n000100
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n006971.jpg,1,n006971
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n007881__0069_01.png,1,n007881
./detector_dataset\genuine\extra__n005884__0190_01.jpg,0,n005884
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n000973.jpg,1,n000973
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n003376__0010_01.png,1,n003376
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001112__0168_01.png,1,n001112
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n006618__0394_01.png,1,n006618
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n008360__0069_01.png,1,n008360
./detector_dataset\genuine\extra__n007120__0294_01.jpg,0,n007120
./detector_dataset\genuine\orig__n001517__0168_01.jpg,0,n001517
./detector_dataset\genuine\extra__n005438__0010_01.jpg,0,n005438
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001112.jpg,1,n001112
./detector_dataset\genuine\orig__n005010__0069_01.jpg,0,n005010
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n007120__0102_01.png,1,n007120
./detector_dataset\genuine\orig__n001149__0193_01.jpg,0,n001149
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n008462__0273_01.png,1,n008462
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001149__0162_04.png,1,n001149
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n009216__0273_01.png,1,n009216
./detector_dataset\genuine\extra__n001511__0113_01.jpg,0,n001511
./detector_dataset\genuine\orig__n007995__0257_01.jpg,0,n007995
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n003666.jpg,1,n003666
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n001512.jpg,1,n001512
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n003181.jpg,1,n003181
./detector_dataset\genuine\extra__n002978__0198_01.jpg,0,n002978
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n007120.jpg,1,n007120
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n001706.jpg,1,n001706
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n006460.jpg,1,n006460
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n006614__0069_01.png,1,n006614
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n007034.jpg,1,n007034
./detector_dataset\genuine\extra__n001112__0308_01.jpg,0,n001112
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n003666__0113_01.png,1,n003666
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n003064__0069_01.jpg,1,n003064
./detector_dataset\genuine\extra__n004934__0123_04.jpg,0,n004934
./detector_dataset\genuine\extra__n003444__0010_01.jpg,0,n003444
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003444__0273_01.png,1,n003444
./detector_dataset\genuine\orig__n001104__0220_01.jpg,0,n001104
./detector_dataset\genuine\extra__n000100__0166_03.jpg,0,n000100
./detector_dataset\genuine\extra__n009216__0168_01.jpg,0,n009216
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001104__0203_02.png,1,n001104
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n003500__0069_01.png,1,n003500
./detector_dataset\genuine\extra__n007881__0145_02.jpg,0,n007881
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n008462__0113_01.png,1,n008462
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n004530.jpg,1,n004530
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n008571__0010_01.png,1,n008571
./detector_dataset\genuine\extra__n001116__0246_01.jpg,0,n001116
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n002694__0010_01.png,1,n002694
./detector_dataset\adversarial\FGSM__eps_0_005__n004491__0162_02.png,1,n004491
./detector_dataset\genuine\extra__n001112__0032_01.jpg,0,n001112
./detector_dataset\genuine\extra__n009093__0227_01.jpg,0,n009093
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n003064.jpg,1,n003064
./detector_dataset\genuine\extra__n003064__0291_01.jpg,0,n003064
./detector_dataset\genuine\extra__n001774__0004_03.jpg,0,n001774
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007881__0089_01.png,1,n007881
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n001512__0010_01.png,1,n001512
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003444__0168_01.png,1,n003444
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n007224.jpg,1,n007224
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n007469__0213_01.png,1,n007469
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n007995__0303_03.jpg,1,n007995
./detector_dataset\genuine\extra__n001706__0303_01.jpg,0,n001706
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n007995__0089_01.png,1,n007995
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001706.jpg,1,n001706
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n007881__0051_02.jpg,1,n007881
./detector_dataset\genuine\extra__n002972__0113_01.jpg,0,n002972
./detector_dataset\adversarial\FGSM__eps_0_005__n001706__0010_01.png,1,n001706
./detector_dataset\adversarial\FGSM__eps_0_005__n003181__0213_01.png,1,n003181
./detector_dataset\genuine\extra__n001112__0246_01.jpg,0,n001112
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n001512__0168_01.jpg,1,n001512
./detector_dataset\genuine\extra__n001774__0114_01.jpg,0,n001774
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005438__0089_01.png,1,n005438
./detector_dataset\genuine\extra__n001693__0270_01.jpg,0,n001693
./detector_dataset\genuine\orig__n002918__0270_01.jpg,0,n002918
./detector_dataset\genuine\extra__n005010__0097_01.jpg,0,n005010
./detector_dataset\genuine\orig__n000879__0213_01.jpg,0,n000879
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n004934__0069_01.jpg,1,n004934
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n005438.jpg,1,n005438
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n002918__0115_01.png,1,n002918
./detector_dataset\genuine\orig__n005010__0352_02.jpg,0,n005010
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n004491__0102_01.png,1,n004491
./detector_dataset\genuine\extra__n005067__0220_01.jpg,0,n005067
./detector_dataset\genuine\extra__n003878__0184_01.jpg,0,n003878
./detector_dataset\genuine\extra__n009093__0324_01.jpg,0,n009093
./detector_dataset\genuine\extra__n003878__0028_01.jpg,0,n003878
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n002818.jpg,1,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n005884.jpg,1,n005884
./detector_dataset\genuine\extra__n007034__0239_04.jpg,0,n007034
./detector_dataset\genuine\extra__n005591__0451_03.jpg,0,n005591
./detector_dataset\genuine\extra__n003444__0063_01.jpg,0,n003444
./detector_dataset\genuine\extra__n009093__0051_02.jpg,0,n009093
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n003727__0251_01.png,1,n003727
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n003666.jpg,1,n003666
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n000915__0257_01.png,1,n000915
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004055__0213_01.png,1,n004055
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n007469__0184_01.png,1,n007469
./detector_dataset\genuine\extra__n003666__0102_01.jpg,0,n003666
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n007120__0069_01.png,1,n007120
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n009271.jpg,1,n009271
./detector_dataset\genuine\orig__n007224__0124_04.jpg,0,n007224
./detector_dataset\genuine\extra__n008571__0129_02.jpg,0,n008571
./detector_dataset\genuine\orig__n001266__0174_03.jpg,0,n001266
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001638__0168_01.png,1,n001638
./detector_dataset\genuine\extra__n007881__0189_03.jpg,0,n007881
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n005591__0496_01.png,1,n005591
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n003064__0165_02.png,1,n003064
./detector_dataset\genuine\extra__n006618__0407_01.jpg,0,n006618
./detector_dataset\genuine\extra__n003045__0129_02.jpg,0,n003045
./detector_dataset\genuine\extra__n000915__0167_01.jpg,0,n000915
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n002818.jpg,1,n002818
./detector_dataset\adversarial\FGSM__eps_0_010__n000879__0213_01.png,1,n000879
./detector_dataset\adversarial\FGSM__eps_0_010__n004530__0102_01.png,1,n004530
./detector_dataset\adversarial\FGSM__eps_0_005__n003376__0303_03.png,1,n003376
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n005010__0257_01.jpg,1,n005010
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n005067__0394_01.png,1,n005067
./detector_dataset\genuine\extra__n003727__0226_01.jpg,0,n003727
./detector_dataset\genuine\extra__n006614__0036_01.jpg,0,n006614
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001104__0184_01.png,1,n001104
./detector_dataset\genuine\extra__n002918__0058_01.jpg,0,n002918
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n000227__0184_01.png,1,n000227
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001512__0010_01.png,1,n001512
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n009093.jpg,1,n009093
./detector_dataset\genuine\extra__n004055__0057_01.jpg,0,n004055
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n003444__0102_01.png,1,n003444
./detector_dataset\genuine\extra__n001149__0215_02.jpg,0,n001149
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n002710__0010_01.png,1,n002710
./detector_dataset\genuine\extra__n003444__0373_01.jpg,0,n003444
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n006614__0213_01.png,1,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n004530.jpg,1,n004530
./detector_dataset\genuine\extra__n003806__0327_01.jpg,0,n003806
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n007469.jpg,1,n007469
./detector_dataset\genuine\extra__n004275__0168_01.jpg,0,n004275
./detector_dataset\genuine\extra__n000227__0511_02.jpg,0,n000227
./detector_dataset\genuine\orig__n001432__0089_01.jpg,0,n001432
./detector_dataset\genuine\extra__n003729__0162_02.jpg,0,n003729
./detector_dataset\genuine\extra__n005067__0302_01.jpg,0,n005067
./detector_dataset\genuine\orig__n003806__0168_01.jpg,0,n003806
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003181__0257_01.png,1,n003181
./detector_dataset\genuine\extra__n001706__0434_01.jpg,0,n001706
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003727__0257_01.png,1,n003727
./detector_dataset\adversarial\FGSM__eps_0_010__n001693__0010_01.png,1,n001693
./detector_dataset\genuine\extra__n002655__0294_01.jpg,0,n002655
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n005884__0010_01.png,1,n005884
./detector_dataset\genuine\extra__n001149__0133_02.jpg,0,n001149
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n007034__0089_01.png,1,n007034
./detector_dataset\genuine\extra__n002655__0074_01.jpg,0,n002655
./detector_dataset\genuine\extra__n003500__0257_01.jpg,0,n003500
./detector_dataset\genuine\extra__n005608__0361_01.jpg,0,n005608
./detector_dataset\genuine\extra__n007995__0303_03.jpg,0,n007995
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001706__0010_01.png,1,n001706
./detector_dataset\genuine\extra__n005438__0115_01.jpg,0,n005438
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n000227.jpg,1,n000227
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n002972__0102_01.png,1,n002972
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n009216__0089_01.jpg,1,n009216
./detector_dataset\genuine\extra__n002978__0724_01.jpg,0,n002978
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n005608__0010_01.png,1,n005608
./detector_dataset\genuine\extra__n001664__0032_01.jpg,0,n001664
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001693__0273_01.png,1,n001693
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n003666__0213_01.png,1,n003666
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n003045.jpg,1,n003045
./detector_dataset\genuine\orig__n005482__0051_02.jpg,0,n005482
./detector_dataset\genuine\orig__n007881__0049_03.jpg,0,n007881
./detector_dataset\genuine\extra__n003666__0070_01.jpg,0,n003666
./detector_dataset\genuine\extra__n001116__0089_01.jpg,0,n001116
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n000100__0251_01.png,1,n000100
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n005884__0184_01.jpg,1,n005884
./detector_dataset\genuine\extra__n001706__0331_02.jpg,0,n001706
./detector_dataset\genuine\orig__n001112__0257_01.jpg,0,n001112
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n001266.jpg,1,n001266
./detector_dataset\genuine\orig__n002818__0651_06.jpg,0,n002818
./detector_dataset\genuine\extra__n001112__0010_01.jpg,0,n001112
./detector_dataset\genuine\extra__n008360__0114_01.jpg,0,n008360
./detector_dataset\adversarial\FGSM__eps_0_010__n009216__0010_01.png,1,n009216
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003806__0010_01.png,1,n003806
./detector_dataset\genuine\extra__n007034__0133_02.jpg,0,n007034
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n003878.jpg,1,n003878
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001432__0251_01.png,1,n001432
./detector_dataset\genuine\orig__n001432__0251_01.jpg,0,n001432
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n001512.jpg,1,n001512
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n002818.jpg,1,n002818
./detector_dataset\genuine\extra__n008462__0362_01.jpg,0,n008462
./detector_dataset\genuine\extra__n007034__0583_02.jpg,0,n007034
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004530__0184_01.png,1,n004530
./detector_dataset\genuine\orig__n005438__0069_01.jpg,0,n005438
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001432__0115_01.png,1,n001432
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001664__0051_02.png,1,n001664
./detector_dataset\genuine\extra__n002978__0017_02.jpg,0,n002978
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n007881.jpg,1,n007881
./detector_dataset\genuine\extra__n004275__0069_01.jpg,0,n004275
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003666__0089_01.png,1,n003666
./detector_dataset\genuine\orig__n009216__0213_01.jpg,0,n009216
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n007224__0102_01.jpg,1,n007224
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n007995.jpg,1,n007995
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n003729__0251_01.png,1,n003729
./detector_dataset\genuine\orig__n005106__0212_03.jpg,0,n005106
./detector_dataset\genuine\extra__n000879__0423_02.jpg,0,n000879
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n007034__0352_02.png,1,n007034
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n000915__0165_02.jpg,1,n000915
./detector_dataset\genuine\extra__n003729__0337_02.jpg,0,n003729
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001266__0257_01.png,1,n001266
